Branch Customer Nbr,Cust_Name,Vendor Nbr,Vendor Name,Sku,Invoice Number,Product Description 1,Product Description 2,Date,Sales Associate Name,Sales Manager Code,Ossalesman,Ordered Quantity,Net Sales,Fiscal Quarter,Quarter Week,Fiscal Year,State Code,Fiscal Month Name,Region,New Region,Named Owner,Training CAS,Pro CAS,CAE,Category,Top SE,TEP,BU
30380116,ALLIANTWARE LLC                    ,9458,IM LINK US                         ,ZH1618,30JDKM911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CURT BENSCH         TB             ,TB,V643,1,100,4,11,2019,NJ,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
30380116,ALLIANTWARE LLC                    ,9458,IM LINK US                         ,ZH1618,30JDKMJ11,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CURT BENSCH         TB             ,TB,V643,1,100,4,11,2019,NJ,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
30447481,ACE IT SOLUTIONS LLC               ,9458,IM LINK US                         ,ZH1618,309006711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ROBERT OSBORNE      Y2,Y2,7458,1,50,4,11,2019,NJ,December ,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
30472820,UNIVERSAL INFORMATION SYSTEMS INC  ,9458,IM LINK US                         ,ZH1618,309234211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LAURIE HUDSON                      ,J5,9009,1,100,4,11,2019,PA,December ,Great Lakes,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IML,#N/A,#N/A,#N/A
30528811,SLAIT CONSULTING LLC               ,9458,IM LINK US                         ,ZH1618,309007611,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,BRIAN BORSCHING      G1,G1,G363,1,50,4,11,2019,VA,December ,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IML,#N/A,#N/A,PS
30641570,IT SOLUTIONS CONSULTING INC        ,9458,IM LINK US                         ,RD1460,309213811,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,12/15/2019,MARK SPICER         Y2,Y2,9009,1,185,4,11,2019,PA,December ,Great Lakes,Mid-Atlantic,Renee Iovieno,Klimek,Bugenhagen,McKinley,IML,0,Gruts,Mid Tier VAR East
30664072,LOCUZ INC                          ,9458,IM LINK US                         ,ZH1618,309234411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,NICHOLAS MOSES                     ,AS,9009,1,100,4,11,2019,NJ,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,SMB
30706620,SYCOM TECHNOLOGIES LLC             ,9458,IM LINK US                         ,ZH1618,309008111,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JAMES HENSLEY       CA             ,CA,3516,1,50,4,11,2019,VA,December ,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IML,#N/A,#N/A,ACD
30943780,HIGH POINT SOLUTIONS INC           ,9458,IM LINK US                         ,ZH1618,309009511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PAMELA BLACK                       ,TB,V643,1,50,4,11,2019,NJ,December ,Northeast,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,Dave Zimmerman,Dave Zimmerman,Cisco
30943840,NETWORKING TECHNOLOGIES & SUPPORT  ,9458,IM LINK US                         ,ZH1618,309009811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JEREMY BERES        Y2,Y2,B700,1,50,4,11,2019,VA,December ,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IML,#N/A,#N/A,Mid Tier VAR East
30985160,MANAGED BUSINESS COMMUNICATIONS INC,9458,IM LINK US                         ,ZH1618,309010711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MATTHEW MUNN        TB             ,TB,2218,1,50,4,11,2019,NJ,December ,Northeast,Northeast,Jay Loeffler,Klimek,Gorman,Trapp,IML,0,#N/A,Cisco
40004614,BUSINESS PRODUCTS INC              ,9458,IM LINK US                         ,ZH1618,400255211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,NICHOLAS GUGLIUZZA  AS             ,AS,9009,1,100,4,11,2019,MI,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,SMB
40005553,CAMERA CORNER INC                  ,9458,IM LINK US                         ,ZH1618,400003911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JOHN LORUSSO        Y2,Y2,7456,1,50,4,11,2019,WI,December ,Midwest,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,Tommy Mac,Mid Tier VAR East
40005789,RT FOX LLC                         ,9458,IM LINK US                         ,ZH1618,400004911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MICHAEL JAKUBOWSKI                 ,Y2,B700,1,50,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40007516,FIRST BYTE COMPUTERS INC           ,9458,IM LINK US                         ,ZH1618,400005511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DAVE BUNN                          ,CA,3756,1,50,4,11,2019,MN,December ,Midwest,North Central,Eric McKinley,Genco,Bugenhagen,McKinley,IML,0,#N/A,ACD
40007826,DATABASE SYSTEMS                   ,9458,IM LINK US                         ,ZH1618,400006411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,WILLIAM NYE                        ,K5,8040,1,50,4,11,2019,NE,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,#N/A,Mid Tier VAR West
40016493,MATRIX INTEGRATION LLC             ,9458,IM LINK US                         ,ZH1618,400007211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DAVE BUNN                          ,CA,3338,1,50,4,11,2019,IN,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,Tommy Mac,ACD
40016604,BELL TECHLOGIX INC                 ,9458,IM LINK US                         ,ZH1618,40WP3N111,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JEFFREY DILUCENTE                  ,Y2,MAHL,1,100,4,11,2019,IN,December ,Great Lakes,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40027379,NETGAIN TECHNOLOGIES INC           ,9458,IM LINK US                         ,ZH1618,40WNXPP11,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MIKE SCHILL         TB             ,TB,3194,1,50,4,11,2019,KY,December ,Southeast,Southeast,Brad Banas,Klimek,Bugenhagen,Gould,IML,#N/A,Bielawski,Cisco
40044966,TRIVALENT GROUP INC                ,522U,INGRAM MICRO TRAINING - OTHER      ,RP6696,40WP6DB11,VEEAM CERTIFIED ENGINEER VMCE  ,3 DAY ONLINE INSTRUCTOR LED,12/15/2019,ELAINE SEDKI                       ,CA,3338,1,1500,4,11,2019,MI,December ,Great Lakes,Great Lakes,Renee Iovieno,Genco,Gorman,Beach,IMT,#N/A,Cindy Smith,ACD
40050751,BPI INFORMATION SYSTEMS OF OHIO INC,526U,INGRAM MICRO TRAINING - VMWARE     ,8K1421,400336811,VMWARE VSPHERE INSTALL CONFIG  ,MANAGE V6.5,12/15/2019,ELAINE SEDKI                       ,CA,3338,1,400,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,#N/A,ACD
40050751,BPI INFORMATION SYSTEMS OF OHIO INC,9458,IM LINK US                         ,ZH1618,400012711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ELAINE SEDKI                       ,CA,3338,1,50,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,ACD
40053990,S.V. ENTERPRISES INC               ,9458,IM LINK US                         ,ZH1618,400013911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JASON AMATURA       AS             ,AS,9009,1,50,4,11,2019,IL,December ,Midwest,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,SMB
40172900,HCI DATA INC                       ,9458,IM LINK US                         ,ZH1618,400014611,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DAVE BUNN                          ,CA,3604,1,50,4,11,2019,MN,December ,Midwest,North Central,Renee Iovieno,Genco,Bugenhagen,McKinley,IML,0,#N/A,ACD
40412930,VAN AUSDALL & FARRAR INC           ,9458,IM LINK US                         ,ZH1618,400017411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MARCUS CAMPBELL                    ,Y2,9009,1,50,4,11,2019,IN,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40617780,CADAN TECHNOLOGIES                 ,9458,IM LINK US                         ,ZH1618,400257511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MARCUS CAMPBELL                    ,Y2,MAHL,1,100,4,11,2019,MN,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,#N/A,Mid Tier VAR East
40647420,PORTICO COMPUTERS II INC.          ,9458,IM LINK US                         ,ZH1618,400019511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MARCUS CAMPBELL                    ,Y2,9009,1,50,4,11,2019,MN,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,#N/A,Mid Tier VAR East
40844220,CCB TECHNOLOGY INC                 ,9458,IM LINK US                         ,ZH1618,40WP3P011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PHOEBE PIERCE                      ,G1,2430,1,100,4,11,2019,WI,December ,Midwest,Great Lakes,Matthew Gorman,Genco,Gorman,Beach,IML,#N/A,#N/A,PS
40900440,CINCINNATI BELL TECHNOLOGY SOLUTION,9458,IM LINK US                         ,ZH1618,400258711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,TEAM  643           J2,J2,DCOM,1,100,4,11,2019,MI,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,Major Accounts
41032738,SYSTEMS SOLUTIONS INC              ,9458,IM LINK US                         ,ZH1618,416758211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PHOEBE PIERCE                      ,G1,2430,1,100,4,11,2019,IL,December ,Midwest,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,PS
41103561,COMRESOURCE  INC                   ,9458,IM LINK US                         ,ZH1618,416758811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PHILLIP HENLEY                     ,AS,9009,1,100,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,SMB
41171531,ISG TECHNOLOGY LLC                 ,9458,IM LINK US                         ,ZH1618,416461011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,RACHEL SCHMITZ      Y2,Y2,7456,1,50,4,11,2019,KS,December ,Midwest,North Central,Marijeanne Bugenhagen,Genco,Bugenhagen,McKinley,IML,Cort Thomas,Cort Thomas,Mid Tier VAR East
41425461,CSJ TECHNOLOGIES INC               ,9458,IM LINK US                         ,ZH1618,416759211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,SEAN MCMANUS                       ,AS,9009,1,100,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,SMB
41486097,DATA STRATEGY LLC                  ,9458,IM LINK US                         ,ZH1618,416759711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,STEVE KAZMIERCZAK   TB             ,TB,3243,1,100,4,11,2019,MI,December ,Great Lakes,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,#N/A,Cisco
41538206,ELECTRONIC STRATEGIES INC          ,9458,IM LINK US                         ,ZH1618,416761011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PHOEBE PIERCE                      ,G1,2430,1,100,4,11,2019,IN,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,PS
41605191,ITSAVVY LLC                        ,9458,IM LINK US                         ,ZH1618,416491211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,RACHEL SCHMITZ      Y2,Y2,7456,1,50,4,11,2019,IL,December ,Midwest,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,Mark Findahl,Mark Findahl,Mid Tier VAR East
41619331,ALL INFORMATION SERVICES INC       ,9458,IM LINK US                         ,ZH1618,416761411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JEFFREY DILUCENTE                  ,Y2,9009,1,100,4,11,2019,IL,December ,Midwest,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
41623101,NETELLIGENT CORPORATION            ,9458,IM LINK US                         ,ZH1618,416762011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DEREK FETTES        Y2,Y2,7456,1,100,4,11,2019,MO,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,#N/A,Mid Tier VAR East
41687981,CORPORATE TECHNOLOGIES LLC         ,9458,IM LINK US                         ,ZH1618,416492011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LINDA TELFAIR       CA             ,CA,3604,1,50,4,11,2019,ND,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,Mark Findahl,ACD
41687981,CORPORATE TECHNOLOGIES LLC         ,9458,IM LINK US                         ,ZH1618,416493511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LINDA TELFAIR       CA             ,CA,3604,1,50,4,11,2019,ND,December ,Midwest,North Central,#N/A,Genco,Bugenhagen,McKinley,IML,#N/A,Mark Findahl,ACD
41740321,TRANZTEC SOLUTIONS INC             ,9458,IM LINK US                         ,ZH1618,416762611,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CRAIG CIPOLLA                      ,Y2,9009,1,100,4,11,2019,OH,December ,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
41777131,EMERGE TECHNOLOGIES LLC            ,9458,IM LINK US                         ,ZH1618,416500811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MIKE SCHILL         TB             ,TB,3194,1,50,4,11,2019,KY,December ,Southeast,Southeast,Brad Banas,Klimek,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
50010112,DATEC  INC.                        ,9458,IM LINK US                         ,ZH1618,505453511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ANDREA SCHRADER                    ,TN,4307,1,50,4,11,2019,WA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Networking Security
50048471,VALCOM SALT LAKE CITY LC           ,9458,IM LINK US                         ,ZH1618,50Z42K211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DUSTIN SPALLA                      ,G1,7422,1,100,4,11,2019,UT,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,PS
50274500,HPM INC                            ,9458,IM LINK US                         ,ZH1618,505454011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ROBIN ADLER                        ,CA,3771,1,50,4,11,2019,CA,December ,West,West,Scott Lipovsky,Lipovsky,Bachulak,Barish,IML,0,#N/A,ACD
50282091,BAYPORT NETWORKS INC               ,9458,IM LINK US                         ,ZH1618,505616911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CORE BASE                          ,AM,MNLW,1,100,4,11,2019,CA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,SMB
50399066,SKYLINE ADVANCED TECHNOLOGY SERVICE,9458,IM LINK US                         ,ZH1618,505617311,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JOSEPH GALONE       AS             ,AS,9009,1,100,4,11,2019,CA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,SMB
50446201,HTG INC                            ,9458,IM LINK US                         ,ZH1618,505622011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ALEXA BOWMAN                       ,K5,7375,1,100,4,11,2019,WA,December ,West,West,Scott Lipovsky,Lipovsky,Bachulak,Barish,IML,0,#N/A,Mid Tier VAR West
50531752,LEADTHEM CONSULTING  LLC           ,9458,IM LINK US                         ,ZH1618,505624211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JACK BAUMAN         AS             ,AS,9009,1,100,4,11,2019,OR,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,SMB
50567741,ENDSIGHT                           ,9458,IM LINK US                         ,ZH1618,505624811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ALEXA BOWMAN                       ,K5,7375,1,100,4,11,2019,CA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Mid Tier VAR West
50819040,DPE SYSTEMS INC                    ,9458,IM LINK US                         ,ZH1618,505454811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,TIMOTHY OLSEN       K5,K5,7375,1,50,4,11,2019,WA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Mid Tier VAR West
50839910,THE COMPUTER GUYS INC.             ,9458,IM LINK US                         ,ZH1618,505625311,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DANIELLE DVORAK                    ,AS,9009,1,100,4,11,2019,CA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,SMB
50889541,QUESTIVITY INC                     ,9458,IM LINK US                         ,ZH1618,505625511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PAUL WANAT          TB             ,TB,9009,1,100,4,11,2019,CA,December ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Cisco
60003120,INFO ADVANTAGE INC                 ,9458,IM LINK US                         ,ZH1618,609840811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CRAIG CIPOLLA                      ,Y2,B700,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
60008016,BIT BY BIT COMPUTER CONSULTANTS INC,9458,IM LINK US                         ,ZH1618,609845811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PATRICK FRANK       Y2,Y2,7458,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
60011535,DOX ELECTRONICS INC                ,9458,IM LINK US                         ,ZH1618,609846211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JEREMY BERES        Y2,Y2,B700,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60022910,SNP TECHNOLOGIES  INC              ,9458,IM LINK US                         ,ZH1618,609847711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LORI GARRIGAN       Y2,Y2,B700,1,50,4,11,2019,CT,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60031747,DATASMITH NETWORK SOLUTIONS        ,9458,IM LINK US                         ,ZH1618,609850111,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LISA KRAKOWIAK                     ,Y2,B700,1,50,4,11,2019,MA,December ,Northeast,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
60032802,SYNERGY IT SOLUTIONS OF NYS INC    ,9458,IM LINK US                         ,RD1459,600132911,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,12/15/2019,JOHN MANCUSO                       ,Y2,B700,1,125.56,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60032802,SYNERGY IT SOLUTIONS OF NYS INC    ,9458,IM LINK US                         ,ZH1618,600200911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JOHN MANCUSO                       ,Y2,B700,1,100,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60041804,ADD ON DATA INC                    ,9458,IM LINK US                         ,ZH1618,609851011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ANDY WALKER         Y2,Y2,B700,1,50,4,11,2019,MA,December ,Northeast,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
60057530,WHALLEY COMP ASSC INC              ,9458,IM LINK US                         ,ZH1618,600201011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,MARY NELLES         Y2,Y2,9009,1,100,4,11,2019,MA,December ,Northeast,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,Gruts,Gruts,Mid Tier VAR East
60160731,DERIVE TECHNOLOGIES LLC            ,9458,IM LINK US                         ,ZH1618,600204411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PATRICK FRANK       Y2,Y2,9009,1,100,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60220021,LINCOLN COMPUTER SERVICES LLC      ,9458,IM LINK US                         ,ZH1618,609851811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ROBERT OSBORNE      Y2,Y2,7458,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,Gruts,Gruts,Mid Tier VAR East
60286842,SOLARUS TECHNOLOGIES INC           ,524U,INGRAM MICRO TRAINING - MICROSOFT  ,7M3622,600344511,ENABLING & MANAGING OFFICE 365,MS20347,12/15/2019,LYNN THOMAS                        ,AS,7315,1,2097,4,11,2019,NY,December ,Great Lakes,Northeast,Jonathan Klimek,Klimek,Gorman,Trapp,IMT,#N/A,#N/A,SMB
60289072,ENTRE COMPUTER SERVICES INC        ,9458,IM LINK US                         ,ZH1618,600204811,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CRAIG CIPOLLA                      ,Y2,B700,1,100,4,11,2019,NY,December ,Great Lakes,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
60338920,STAFFORD ASSOC COMPUTER SPEC INC   ,9458,IM LINK US                         ,ZH1618,609852511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,JOHN MANCUSO                       ,Y2,7458,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60341520,MAUREEN DATA SYSTEMS  INC.         ,9458,IM LINK US                         ,ZH1618,609854711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,CURT BENSCH         TB             ,TB,V643,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
60342126,CITADEL NY INC                     ,9458,IM LINK US                         ,ZH1618,600205011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,ASHLEY GEORGE                      ,Y2,7458,1,100,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60373106,SYSTEMS MANAGEMENT PLANNING INC    ,9458,IM LINK US                         ,ZH1618,609856611,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,TEAM 641    J2,J2,V250,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,Brad Banas,Klimek,Gorman,Trapp,IML,Tom Norman,Tom Norman,Major Accounts
60419950,HDK SALES CO INC                   ,9458,IM LINK US                         ,ZH1618,600205311,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,BEN CZEKANSKI                      ,AS,9009,1,100,4,11,2019,MA,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,SMB
60450242,HIGHSTREET IT SOLUTIONS LLC        ,9458,IM LINK US                         ,ZH1618,609858011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DONNA BERTI                        ,TB,V643,1,50,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
60519470,MULTINET INTERNATIONAL INC         ,9458,IM LINK US                         ,ZH1618,600206211,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,LYNN THOMAS                        ,AS,9009,1,100,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,SMB
60533140,HI-LINK                            ,9458,IM LINK US                         ,ZH1618,609860111,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DONNA BERTI                        ,TB,2218,1,50,4,11,2019,CT,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
60561852,VERTIKAL 6 INC,9458,IM LINK US                         ,ZH1618,609861011,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,DONNA BERTI                        ,TB,V643,1,50,4,11,2019,RI,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
60585921,NETWORK ALLIES LLC                 ,9458,IM LINK US                         ,ZH1618,609861311,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,GARY GARGIULO                      ,94,4356,1,50,4,11,2019,MA,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,Tom Jones,CBU
60611590,TRI-DELTA RESOURCES CORP           ,050Y,CITRIX - CALC                      ,9B0161,600337211,XENAPP & XENDESKTOP7.1X,OPTIMIZATION & TROUBLESHOOTING     ,12/15/2019,JEREMY BERES        Y2,Y2,B700,1,2125,4,11,2019,NY,December ,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IMT,#N/A,#N/A,Mid Tier VAR East
60613370,PRECISION COMPUTER SERVICE         ,9458,IM LINK US                         ,RD1460,600231411,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,12/15/2019,PAMELA BLACK                       ,TB,V643,1,4700,4,11,2019,CT,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
60613370,PRECISION COMPUTER SERVICE         ,9458,IM LINK US                         ,ZH1618,600206511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,12/15/2019,PAMELA BLACK                       ,TB,V643,1,100,4,11,2019,CT,December ,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Cisco
