Date,variable,Scenario,value
2022-06-30,Cash Balance,VIVA EVE - Expansion,3053878.7963245944
2022-06-30,Locations,VIVA EVE - Expansion,4.0
2022-06-30,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-06-30,Exam Room Hours,VIVA EVE - Expansion,21576.0
2022-06-30,Exam Rooms,VIVA EVE - Expansion,31.0
2022-06-30,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-06-30,Staff Employees,VIVA EVE - Expansion,22.0
2022-06-30,Total Employees,VIVA EVE - Expansion,77.0
2022-06-30,Ad Dollars,VIVA EVE - Expansion,103973.70292559626
2022-06-30,Impressions,VIVA EVE - Expansion,4769435.9140181765
2022-06-30,Clicks,VIVA EVE - Expansion,97296.49264597081
2022-06-30,Prospects,VIVA EVE - Expansion,2841.0575852623474
2022-06-30,Leads,VIVA EVE - Expansion,1577.6392770961816
2022-06-30,Opportunities,VIVA EVE - Expansion,299.7514626482745
2022-06-30,New Visits,VIVA EVE - Expansion,230.09
2022-06-30,Visits,VIVA EVE - Expansion,1211.0
2022-06-30,Patient Available Hours,VIVA EVE - Expansion,487.577
2022-06-30,Provider Available Hours,VIVA EVE - Expansion,493.0
2022-06-30,Actual Hours Worked,VIVA EVE - Expansion,493.0
2022-06-30,Scheduled Hours,VIVA EVE - Expansion,493.0
2022-06-30,Provider,VIVA EVE - Expansion,9.0
2022-06-30,Net Revenue,VIVA EVE - Expansion,1867205.8633744246
2022-06-30,Gross Revenue,VIVA EVE - Expansion,13337184.738388747
2022-06-30,Procedures,VIVA EVE - Expansion,6660.5
2022-06-30,Visits(excess),VIVA EVE - Expansion,1211.0
2022-06-30,Net Income,VIVA EVE - Expansion,179159.34207383046
2022-06-30,EBT,VIVA EVE - Expansion,185085.5275326532
2022-06-30,EBIT,VIVA EVE - Expansion,187955.70148606115
2022-06-30,EBITDA,VIVA EVE - Expansion,220547.2799647261
2022-06-30,Free Cash Flow,VIVA EVE - Expansion,-121915.69595913534
2022-06-30,CFO,VIVA EVE - Expansion,57317.64737419816
2022-06-30,CFI,VIVA EVE - Expansion,-177633.3333333335
2022-06-30,CFO+CFI,VIVA EVE - Expansion,-120315.68595913533
2022-06-30,CFO Additions to Working Capital,VIVA EVE - Expansion,211750.9205524954
2022-06-30,CFO Non-cash Charges,VIVA EVE - Expansion,32591.578478664953
2022-07-31,Cash Balance,VIVA EVE - Expansion,3338300.980820156
2022-07-31,Locations,VIVA EVE - Expansion,4.0
2022-07-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-07-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-07-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-07-31,Medical Support Staff,VIVA EVE - Expansion,57.0
2022-07-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-07-31,Total Employees,VIVA EVE - Expansion,90.0
2022-07-31,Ad Dollars,VIVA EVE - Expansion,144470.8983468098
2022-07-31,Impressions,VIVA EVE - Expansion,6627105.428752743
2022-07-31,Clicks,VIVA EVE - Expansion,135192.95074655596
2022-07-31,Prospects,VIVA EVE - Expansion,3947.634161799434
2022-07-31,Leads,VIVA EVE - Expansion,2192.1212500472257
2022-07-31,Opportunities,VIVA EVE - Expansion,416.50303750897285
2022-07-31,New Visits,VIVA EVE - Expansion,247.0
2022-07-31,Visits,VIVA EVE - Expansion,1300.0
2022-07-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-07-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-07-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-07-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-07-31,Provider,VIVA EVE - Expansion,11.0
2022-07-31,Net Revenue,VIVA EVE - Expansion,1984361.4068171266
2022-07-31,Gross Revenue,VIVA EVE - Expansion,14174010.04869376
2022-07-31,Procedures,VIVA EVE - Expansion,7150.0
2022-07-31,Visits(excess),VIVA EVE - Expansion,1300.0
2022-07-31,Net Income,VIVA EVE - Expansion,70638.9801938077
2022-07-31,EBT,VIVA EVE - Expansion,76565.05385147467
2022-07-31,EBIT,VIVA EVE - Expansion,80233.37963847663
2022-07-31,EBITDA,VIVA EVE - Expansion,114709.17006526879
2022-07-31,Free Cash Flow,VIVA EVE - Expansion,284422.17449556186
2022-07-31,CFO,VIVA EVE - Expansion,707348.7690524712
2022-07-31,CFI,VIVA EVE - Expansion,0.0
2022-07-31,CFO+CFI,VIVA EVE - Expansion,707348.7690524712
2022-07-31,CFO Additions to Working Capital,VIVA EVE - Expansion,105114.77062059985
2022-07-31,CFO Non-cash Charges,VIVA EVE - Expansion,34475.790426792155
2022-08-31,Cash Balance,VIVA EVE - Expansion,3378015.679111973
2022-08-31,Locations,VIVA EVE - Expansion,4.0
2022-08-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-08-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-08-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-08-31,Medical Support Staff,VIVA EVE - Expansion,57.0
2022-08-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-08-31,Total Employees,VIVA EVE - Expansion,90.0
2022-08-31,Ad Dollars,VIVA EVE - Expansion,156516.73478055623
2022-08-31,Impressions,VIVA EVE - Expansion,7179666.733053038
2022-08-31,Clicks,VIVA EVE - Expansion,146465.20135428198
2022-08-31,Prospects,VIVA EVE - Expansion,4276.783879545033
2022-08-31,Leads,VIVA EVE - Expansion,2374.8980883113572
2022-08-31,Opportunities,VIVA EVE - Expansion,451.23063677915786
2022-08-31,New Visits,VIVA EVE - Expansion,254.79
2022-08-31,Visits,VIVA EVE - Expansion,1341.0
2022-08-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-08-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-08-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-08-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-08-31,Provider,VIVA EVE - Expansion,11.0
2022-08-31,Net Revenue,VIVA EVE - Expansion,2026411.9407664165
2022-08-31,Gross Revenue,VIVA EVE - Expansion,14474371.005474402
2022-08-31,Procedures,VIVA EVE - Expansion,7375.5
2022-08-31,Visits(excess),VIVA EVE - Expansion,1341.0
2022-08-31,Net Income,VIVA EVE - Expansion,129475.73001095303
2022-08-31,EBT,VIVA EVE - Expansion,135402.8915915632
2022-08-31,EBIT,VIVA EVE - Expansion,139044.43528963497
2022-08-31,EBITDA,VIVA EVE - Expansion,173414.21699620358
2022-08-31,Free Cash Flow,VIVA EVE - Expansion,39714.68829181683
2022-08-31,CFO,VIVA EVE - Expansion,41314.698291816836
2022-08-31,CFI,VIVA EVE - Expansion,0.0
2022-08-31,CFO+CFI,VIVA EVE - Expansion,41314.698291816836
2022-08-31,CFO Additions to Working Capital,VIVA EVE - Expansion,163845.51171752164
2022-08-31,CFO Non-cash Charges,VIVA EVE - Expansion,34369.78170656861
2022-09-30,Cash Balance,VIVA EVE - Expansion,3723205.833559615
2022-09-30,Locations,VIVA EVE - Expansion,4.0
2022-09-30,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-09-30,Exam Room Hours,VIVA EVE - Expansion,21576.0
2022-09-30,Exam Rooms,VIVA EVE - Expansion,31.0
2022-09-30,Medical Support Staff,VIVA EVE - Expansion,57.0
2022-09-30,Staff Employees,VIVA EVE - Expansion,22.0
2022-09-30,Total Employees,VIVA EVE - Expansion,90.0
2022-09-30,Ad Dollars,VIVA EVE - Expansion,167129.09376802327
2022-09-30,Impressions,VIVA EVE - Expansion,7666472.191193728
2022-09-30,Clicks,VIVA EVE - Expansion,156396.03270035205
2022-09-30,Prospects,VIVA EVE - Expansion,4566.76415485028
2022-09-30,Leads,VIVA EVE - Expansion,2535.92413518836
2022-09-30,Opportunities,VIVA EVE - Expansion,481.82558568578844
2022-09-30,New Visits,VIVA EVE - Expansion,263.91
2022-09-30,Visits,VIVA EVE - Expansion,1389.0
2022-09-30,Patient Available Hours,VIVA EVE - Expansion,487.577
2022-09-30,Provider Available Hours,VIVA EVE - Expansion,493.0
2022-09-30,Actual Hours Worked,VIVA EVE - Expansion,493.0
2022-09-30,Scheduled Hours,VIVA EVE - Expansion,493.0
2022-09-30,Provider,VIVA EVE - Expansion,11.0
2022-09-30,Net Revenue,VIVA EVE - Expansion,2101047.345459828
2022-09-30,Gross Revenue,VIVA EVE - Expansion,15007481.038998771
2022-09-30,Procedures,VIVA EVE - Expansion,7639.5
2022-09-30,Visits(excess),VIVA EVE - Expansion,1389.0
2022-09-30,Net Income,VIVA EVE - Expansion,171027.37377816963
2022-09-30,EBT,VIVA EVE - Expansion,176955.61099426157
2022-09-30,EBIT,VIVA EVE - Expansion,180570.26746477984
2022-09-30,EBITDA,VIVA EVE - Expansion,214835.2215740424
2022-09-30,Free Cash Flow,VIVA EVE - Expansion,345190.1444476424
2022-09-30,CFO,VIVA EVE - Expansion,350290.1544476424
2022-09-30,CFI,VIVA EVE - Expansion,-3500.0
2022-09-30,CFO+CFI,VIVA EVE - Expansion,346790.1544476424
2022-09-30,CFO Additions to Working Capital,VIVA EVE - Expansion,205292.3278874322
2022-09-30,CFO Non-cash Charges,VIVA EVE - Expansion,34264.954109262544
2022-10-31,Cash Balance,VIVA EVE - Expansion,3592510.731971092
2022-10-31,Locations,VIVA EVE - Expansion,4.0
2022-10-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-10-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-10-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-10-31,Medical Support Staff,VIVA EVE - Expansion,58.0
2022-10-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-10-31,Total Employees,VIVA EVE - Expansion,91.0
2022-10-31,Ad Dollars,VIVA EVE - Expansion,184249.51248564053
2022-10-31,Impressions,VIVA EVE - Expansion,8451812.49934131
2022-10-31,Clicks,VIVA EVE - Expansion,172416.9749865627
2022-10-31,Prospects,VIVA EVE - Expansion,5034.575669607631
2022-10-31,Leads,VIVA EVE - Expansion,2795.699869333118
2022-10-31,Opportunities,VIVA EVE - Expansion,531.1829751732924
2022-10-31,New Visits,VIVA EVE - Expansion,274.17
2022-10-31,Visits,VIVA EVE - Expansion,1443.0
2022-10-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-10-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-10-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-10-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-10-31,Provider,VIVA EVE - Expansion,11.0
2022-10-31,Net Revenue,VIVA EVE - Expansion,2158956.440983284
2022-10-31,Gross Revenue,VIVA EVE - Expansion,15421117.435594883
2022-10-31,Procedures,VIVA EVE - Expansion,7936.5
2022-10-31,Visits(excess),VIVA EVE - Expansion,1443.0
2022-10-31,Net Income,VIVA EVE - Expansion,179511.6317860245
2022-10-31,EBT,VIVA EVE - Expansion,185345.3478570359
2022-10-31,EBIT,VIVA EVE - Expansion,188933.0115232998
2022-10-31,EBITDA,VIVA EVE - Expansion,223193.93593794754
2022-10-31,Free Cash Flow,VIVA EVE - Expansion,-130695.11158852268
2022-10-31,CFO,VIVA EVE - Expansion,348318.33446820115
2022-10-31,CFI,VIVA EVE - Expansion,0.0
2022-10-31,CFO+CFI,VIVA EVE - Expansion,348318.33446820115
2022-10-31,CFO Additions to Working Capital,VIVA EVE - Expansion,213772.55620067226
2022-10-31,CFO Non-cash Charges,VIVA EVE - Expansion,34260.92441464775
2022-11-30,Cash Balance,VIVA EVE - Expansion,3883713.9498976036
2022-11-30,Locations,VIVA EVE - Expansion,4.0
2022-11-30,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-11-30,Exam Room Hours,VIVA EVE - Expansion,21576.0
2022-11-30,Exam Rooms,VIVA EVE - Expansion,31.0
2022-11-30,Medical Support Staff,VIVA EVE - Expansion,58.0
2022-11-30,Staff Employees,VIVA EVE - Expansion,22.0
2022-11-30,Total Employees,VIVA EVE - Expansion,91.0
2022-11-30,Ad Dollars,VIVA EVE - Expansion,200130.7971464311
2022-11-30,Impressions,VIVA EVE - Expansion,9180311.79570785
2022-11-30,Clicks,VIVA EVE - Expansion,187278.36063244016
2022-11-30,Prospects,VIVA EVE - Expansion,5468.528130467253
2022-11-30,Leads,VIVA EVE - Expansion,3036.6736708484655
2022-11-30,Opportunities,VIVA EVE - Expansion,576.9679974612085
2022-11-30,New Visits,VIVA EVE - Expansion,286.33
2022-11-30,Visits,VIVA EVE - Expansion,1507.0
2022-11-30,Patient Available Hours,VIVA EVE - Expansion,487.577
2022-11-30,Provider Available Hours,VIVA EVE - Expansion,493.0
2022-11-30,Actual Hours Worked,VIVA EVE - Expansion,493.0
2022-11-30,Scheduled Hours,VIVA EVE - Expansion,493.0
2022-11-30,Provider,VIVA EVE - Expansion,11.0
2022-11-30,Net Revenue,VIVA EVE - Expansion,2278921.0099413935
2022-11-30,Gross Revenue,VIVA EVE - Expansion,16278007.213867094
2022-11-30,Procedures,VIVA EVE - Expansion,8288.5
2022-11-30,Visits(excess),VIVA EVE - Expansion,1507.0
2022-11-30,Net Income,VIVA EVE - Expansion,248377.4051726912
2022-11-30,EBT,VIVA EVE - Expansion,254212.22764466613
2022-11-30,EBIT,VIVA EVE - Expansion,257772.79249007185
2022-11-30,EBITDA,VIVA EVE - Expansion,291929.8396334352
2022-11-30,Free Cash Flow,VIVA EVE - Expansion,291203.2079265119
2022-11-30,CFO,VIVA EVE - Expansion,293803.2179265119
2022-11-30,CFI,VIVA EVE - Expansion,-1000.0
2022-11-30,CFO+CFI,VIVA EVE - Expansion,292803.2179265119
2022-11-30,CFO Additions to Working Capital,VIVA EVE - Expansion,282534.4523160545
2022-11-30,CFO Non-cash Charges,VIVA EVE - Expansion,34157.04714336334
2022-12-31,Cash Balance,VIVA EVE - Expansion,4225323.349183561
2022-12-31,Locations,VIVA EVE - Expansion,4.0
2022-12-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-12-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-12-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-12-31,Medical Support Staff,VIVA EVE - Expansion,59.0
2022-12-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-12-31,Total Employees,VIVA EVE - Expansion,92.0
2022-12-31,Ad Dollars,VIVA EVE - Expansion,170969.27591057282
2022-12-31,Impressions,VIVA EVE - Expansion,7842627.335347377
2022-12-31,Clicks,VIVA EVE - Expansion,159989.5976410865
2022-12-31,Prospects,VIVA EVE - Expansion,4671.696251119726
2022-12-31,Leads,VIVA EVE - Expansion,2594.192928246784
2022-12-31,Opportunities,VIVA EVE - Expansion,492.896656366889
2022-12-31,New Visits,VIVA EVE - Expansion,300.2
2022-12-31,Visits,VIVA EVE - Expansion,1580.0
2022-12-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-12-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-12-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-12-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-12-31,Provider,VIVA EVE - Expansion,11.0
2022-12-31,Net Revenue,VIVA EVE - Expansion,2380923.437169738
2022-12-31,Gross Revenue,VIVA EVE - Expansion,17006595.97978384
2022-12-31,Procedures,VIVA EVE - Expansion,8690.0
2022-12-31,Visits(excess),VIVA EVE - Expansion,1580.0
2022-12-31,Net Income,VIVA EVE - Expansion,341444.6186539067
2022-12-31,EBT,VIVA EVE - Expansion,347280.53476790775
2022-12-31,EBIT,VIVA EVE - Expansion,350813.8943341156
2022-12-31,EBITDA,VIVA EVE - Expansion,384896.006689693
2022-12-31,Free Cash Flow,VIVA EVE - Expansion,341609.38928595773
2022-12-31,CFO,VIVA EVE - Expansion,345709.39928595774
2022-12-31,CFI,VIVA EVE - Expansion,-2500.0
2022-12-31,CFO+CFI,VIVA EVE - Expansion,343209.39928595774
2022-12-31,CFO Additions to Working Capital,VIVA EVE - Expansion,375526.7310094841
2022-12-31,CFO Non-cash Charges,VIVA EVE - Expansion,34082.11235557742
2023-01-31,Cash Balance,VIVA EVE - Expansion,2890835.3000439056
2023-01-31,Locations,VIVA EVE - Expansion,5.0
2023-01-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-01-31,Exam Room Hours,VIVA EVE - Expansion,24480.0
2023-01-31,Exam Rooms,VIVA EVE - Expansion,34.0
2023-01-31,Medical Support Staff,VIVA EVE - Expansion,59.0
2023-01-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-01-31,Total Employees,VIVA EVE - Expansion,92.0
2023-01-31,Ad Dollars,VIVA EVE - Expansion,175440.2619729777
2023-01-31,Impressions,VIVA EVE - Expansion,8047718.439127417
2023-01-31,Clicks,VIVA EVE - Expansion,164173.45615819932
2023-01-31,Prospects,VIVA EVE - Expansion,4793.86491981942
2023-01-31,Leads,VIVA EVE - Expansion,2662.033189975724
2023-01-31,Opportunities,VIVA EVE - Expansion,505.78630609538754
2023-01-31,New Visits,VIVA EVE - Expansion,311.98
2023-01-31,Visits,VIVA EVE - Expansion,1642.0
2023-01-31,Patient Available Hours,VIVA EVE - Expansion,630.4875
2023-01-31,Provider Available Hours,VIVA EVE - Expansion,637.5
2023-01-31,Actual Hours Worked,VIVA EVE - Expansion,637.5
2023-01-31,Scheduled Hours,VIVA EVE - Expansion,637.5
2023-01-31,Provider,VIVA EVE - Expansion,11.0
2023-01-31,Net Revenue,VIVA EVE - Expansion,2467293.0792507124
2023-01-31,Gross Revenue,VIVA EVE - Expansion,17623521.994647942
2023-01-31,Procedures,VIVA EVE - Expansion,9031.0
2023-01-31,Visits(excess),VIVA EVE - Expansion,1642.0
2023-01-31,Net Income,VIVA EVE - Expansion,383258.41559867025
2023-01-31,EBT,VIVA EVE - Expansion,388997.9538911088
2023-01-31,EBIT,VIVA EVE - Expansion,392504.00127620273
2023-01-31,EBITDA,VIVA EVE - Expansion,426556.9050929958
2023-01-31,Free Cash Flow,VIVA EVE - Expansion,-1334488.0591396554
2023-01-31,CFO,VIVA EVE - Expansion,412261.3546180137
2023-01-31,CFI,VIVA EVE - Expansion,-571733.333333334
2023-01-31,CFO+CFI,VIVA EVE - Expansion,-159471.97871532023
2023-01-31,CFO Additions to Working Capital,VIVA EVE - Expansion,417311.31941546337
2023-01-31,CFO Non-cash Charges,VIVA EVE - Expansion,34052.90381679304
2023-02-28,Cash Balance,VIVA EVE - Expansion,3381196.737333538
2023-02-28,Locations,VIVA EVE - Expansion,5.0
2023-02-28,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-02-28,Exam Room Hours,VIVA EVE - Expansion,22032.0
2023-02-28,Exam Rooms,VIVA EVE - Expansion,34.0
2023-02-28,Medical Support Staff,VIVA EVE - Expansion,63.0
2023-02-28,Staff Employees,VIVA EVE - Expansion,22.0
2023-02-28,Total Employees,VIVA EVE - Expansion,97.0
2023-02-28,Ad Dollars,VIVA EVE - Expansion,188654.81538017016
2023-02-28,Impressions,VIVA EVE - Expansion,8653890.613769272
2023-02-28,Clicks,VIVA EVE - Expansion,176539.36852089316
2023-02-28,Prospects,VIVA EVE - Expansion,5154.949560810081
2023-02-28,Leads,VIVA EVE - Expansion,2862.5434911178377
2023-02-28,Opportunities,VIVA EVE - Expansion,543.8832633123892
2023-02-28,New Visits,VIVA EVE - Expansion,325.28000000000003
2023-02-28,Visits,VIVA EVE - Expansion,1712.0
2023-02-28,Patient Available Hours,VIVA EVE - Expansion,567.43875
2023-02-28,Provider Available Hours,VIVA EVE - Expansion,573.75
2023-02-28,Actual Hours Worked,VIVA EVE - Expansion,573.75
2023-02-28,Scheduled Hours,VIVA EVE - Expansion,573.75
2023-02-28,Provider,VIVA EVE - Expansion,12.0
2023-02-28,Net Revenue,VIVA EVE - Expansion,2594260.3998892056
2023-02-28,Gross Revenue,VIVA EVE - Expansion,18530431.42778004
2023-02-28,Procedures,VIVA EVE - Expansion,9416.0
2023-02-28,Visits(excess),VIVA EVE - Expansion,1712.0
2023-02-28,Net Income,VIVA EVE - Expansion,399646.6755872652
2023-02-28,EBT,VIVA EVE - Expansion,405575.4896300348
2023-02-28,EBIT,VIVA EVE - Expansion,409054.11748667405
2023-02-28,EBITDA,VIVA EVE - Expansion,444866.6362541068
2023-02-28,Free Cash Flow,VIVA EVE - Expansion,490361.42728963273
2023-02-28,CFO,VIVA EVE - Expansion,625294.7706229658
2023-02-28,CFI,VIVA EVE - Expansion,-133333.33333333302
2023-02-28,CFO+CFI,VIVA EVE - Expansion,491961.43728963274
2023-02-28,CFO Additions to Working Capital,VIVA EVE - Expansion,435459.194354698
2023-02-28,CFO Non-cash Charges,VIVA EVE - Expansion,35812.5187674328
2023-03-31,Cash Balance,VIVA EVE - Expansion,3508708.665266188
2023-03-31,Locations,VIVA EVE - Expansion,5.0
2023-03-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-03-31,Exam Room Hours,VIVA EVE - Expansion,24480.0
2023-03-31,Exam Rooms,VIVA EVE - Expansion,34.0
2023-03-31,Medical Support Staff,VIVA EVE - Expansion,63.0
2023-03-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-03-31,Total Employees,VIVA EVE - Expansion,97.0
2023-03-31,Ad Dollars,VIVA EVE - Expansion,203455.47330857982
2023-03-31,Impressions,VIVA EVE - Expansion,9332819.87654036
2023-03-31,Clicks,VIVA EVE - Expansion,190389.52548142333
2023-03-31,Prospects,VIVA EVE - Expansion,5559.374144057561
2023-03-31,Leads,VIVA EVE - Expansion,3087.120462195164
2023-03-31,Opportunities,VIVA EVE - Expansion,586.5528878170811
2023-03-31,New Visits,VIVA EVE - Expansion,339.91
2023-03-31,Visits,VIVA EVE - Expansion,1789.0
2023-03-31,Patient Available Hours,VIVA EVE - Expansion,630.4875
2023-03-31,Provider Available Hours,VIVA EVE - Expansion,637.5
2023-03-31,Actual Hours Worked,VIVA EVE - Expansion,637.5
2023-03-31,Scheduled Hours,VIVA EVE - Expansion,637.5
2023-03-31,Provider,VIVA EVE - Expansion,12.0
2023-03-31,Net Revenue,VIVA EVE - Expansion,2700890.79997114
2023-03-31,Gross Revenue,VIVA EVE - Expansion,19292077.142651
2023-03-31,Procedures,VIVA EVE - Expansion,9839.5
2023-03-31,Visits(excess),VIVA EVE - Expansion,1789.0
2023-03-31,Net Income,VIVA EVE - Expansion,469969.2553950081
2023-03-31,EBT,VIVA EVE - Expansion,475899.1297344985
2023-03-31,EBIT,VIVA EVE - Expansion,479350.2302680618
2023-03-31,EBITDA,VIVA EVE - Expansion,516174.4636238021
2023-03-31,Free Cash Flow,VIVA EVE - Expansion,127511.91793265002
2023-03-31,CFO,VIVA EVE - Expansion,306745.261265984
2023-03-31,CFI,VIVA EVE - Expansion,-177633.33333333395
2023-03-31,CFO+CFI,VIVA EVE - Expansion,129111.92793265003
2023-03-31,CFO Additions to Working Capital,VIVA EVE - Expansion,506793.4887507484
2023-03-31,CFO Non-cash Charges,VIVA EVE - Expansion,36824.23335574033
2023-04-30,Cash Balance,VIVA EVE - Expansion,4067584.4968435634
2023-04-30,Locations,VIVA EVE - Expansion,5.0
2023-04-30,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-04-30,Exam Room Hours,VIVA EVE - Expansion,23664.0
2023-04-30,Exam Rooms,VIVA EVE - Expansion,34.0
2023-04-30,Medical Support Staff,VIVA EVE - Expansion,74.0
2023-04-30,Staff Employees,VIVA EVE - Expansion,22.0
2023-04-30,Total Employees,VIVA EVE - Expansion,110.0
2023-04-30,Ad Dollars,VIVA EVE - Expansion,244509.4152388489
2023-04-30,Impressions,VIVA EVE - Expansion,11216028.221965546
2023-04-30,Clicks,VIVA EVE - Expansion,228806.97572809714
2023-04-30,Prospects,VIVA EVE - Expansion,6681.163691260436
2023-04-30,Leads,VIVA EVE - Expansion,3710.05019775692
2023-04-30,Opportunities,VIVA EVE - Expansion,704.9095375738149
2023-04-30,New Visits,VIVA EVE - Expansion,359.1
2023-04-30,Visits,VIVA EVE - Expansion,1890.0
2023-04-30,Patient Available Hours,VIVA EVE - Expansion,609.4712499999999
2023-04-30,Provider Available Hours,VIVA EVE - Expansion,616.25
2023-04-30,Actual Hours Worked,VIVA EVE - Expansion,616.25
2023-04-30,Scheduled Hours,VIVA EVE - Expansion,616.25
2023-04-30,Provider,VIVA EVE - Expansion,14.0
2023-04-30,Net Revenue,VIVA EVE - Expansion,2858277.9300249508
2023-04-30,Gross Revenue,VIVA EVE - Expansion,20416270.928749647
2023-04-30,Procedures,VIVA EVE - Expansion,10395.0
2023-04-30,Visits(excess),VIVA EVE - Expansion,1890.0
2023-04-30,Net Income,VIVA EVE - Expansion,356780.211631298
2023-04-30,EBT,VIVA EVE - Expansion,362709.93666776444
2023-04-30,EBIT,VIVA EVE - Expansion,366945.90163448616
2023-04-30,EBITDA,VIVA EVE - Expansion,405662.89910976536
2023-04-30,Free Cash Flow,VIVA EVE - Expansion,558875.8215773758
2023-04-30,CFO,VIVA EVE - Expansion,1156439.0547946005
2023-04-30,CFI,VIVA EVE - Expansion,-1000.0
2023-04-30,CFO+CFI,VIVA EVE - Expansion,1155439.0547946005
2023-04-30,CFO Additions to Working Capital,VIVA EVE - Expansion,395497.2091065772
2023-04-30,CFO Non-cash Charges,VIVA EVE - Expansion,38716.997475279226
2023-05-31,Cash Balance,VIVA EVE - Expansion,3798452.3843568843
2023-05-31,Locations,VIVA EVE - Expansion,5.0
2023-05-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-05-31,Exam Room Hours,VIVA EVE - Expansion,24480.0
2023-05-31,Exam Rooms,VIVA EVE - Expansion,34.0
2023-05-31,Medical Support Staff,VIVA EVE - Expansion,75.0
2023-05-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-05-31,Total Employees,VIVA EVE - Expansion,111.0
2023-05-31,Ad Dollars,VIVA EVE - Expansion,256197.04297271787
2023-05-31,Impressions,VIVA EVE - Expansion,11752157.934528343
2023-05-31,Clicks,VIVA EVE - Expansion,239744.0218643782
2023-05-31,Prospects,VIVA EVE - Expansion,7000.525438439844
2023-05-31,Leads,VIVA EVE - Expansion,3887.3917759656456
2023-05-31,Opportunities,VIVA EVE - Expansion,738.6044374334726
2023-05-31,New Visits,VIVA EVE - Expansion,369.36
2023-05-31,Visits,VIVA EVE - Expansion,1944.0
2023-05-31,Patient Available Hours,VIVA EVE - Expansion,630.4875
2023-05-31,Provider Available Hours,VIVA EVE - Expansion,637.5
2023-05-31,Actual Hours Worked,VIVA EVE - Expansion,637.5
2023-05-31,Scheduled Hours,VIVA EVE - Expansion,637.5
2023-05-31,Provider,VIVA EVE - Expansion,14.0
2023-05-31,Net Revenue,VIVA EVE - Expansion,2940960.1863987464
2023-05-31,Gross Revenue,VIVA EVE - Expansion,21006858.47427676
2023-05-31,Procedures,VIVA EVE - Expansion,10692.0
2023-05-31,Visits(excess),VIVA EVE - Expansion,1944.0
2023-05-31,Net Income,VIVA EVE - Expansion,441230.7915801634
2023-05-31,EBT,VIVA EVE - Expansion,447161.56748684344
2023-05-31,EBIT,VIVA EVE - Expansion,451357.40760003094
2023-05-31,EBITDA,VIVA EVE - Expansion,490004.63226419216
2023-05-31,Free Cash Flow,VIVA EVE - Expansion,-269132.122486679
2023-05-31,CFO,VIVA EVE - Expansion,-266532.112486679
2023-05-31,CFI,VIVA EVE - Expansion,-1000.0
2023-05-31,CFO+CFI,VIVA EVE - Expansion,-267532.112486679
2023-05-31,CFO Additions to Working Capital,VIVA EVE - Expansion,479878.0162443246
